<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.03.05	08:00:00	1.08528	1.08559	1.08415	1.08514	27425	0	0
2024.03.05	12:00:00	1.08512	1.08549	1.08419	1.08462	24247	0	0
2024.03.05	16:00:00	1.08463	1.08765	1.08401	1.08598	37430	0	0
2024.03.05	20:00:00	1.08599	1.08601	1.08487	1.08545	17770	0	0
2024.03.06	00:00:00	1.08560	1.08588	1.08417	1.08437	9102	0	0
2024.03.06	04:00:00	1.08437	1.08569	1.08435	1.08549	11735	0	0
2024.03.06	08:00:00	1.08549	1.08778	1.08544	1.08763	25976	0	1
2024.03.06	12:00:00	1.08762	1.08849	1.08674	1.08845	29078	0	0
2024.03.06	16:00:00	1.08845	1.09154	1.08811	1.09022	44356	0	0
2024.03.06	20:00:00	1.09023	1.09077	1.08926	1.08973	22210	0	1
2024.03.07	00:00:00	1.08975	1.09075	1.08925	1.08977	10374	0	0
2024.03.07	04:00:00	1.08977	1.09056	1.08932	1.09002	10414	0	0
2024.03.07	08:00:00	1.09002	1.09043	1.08875	1.09016	25573	0	1
2024.03.07	12:00:00	1.09016	1.09020	1.08676	1.08722	32586	0	0
2024.03.07	16:00:00	1.08722	1.09419	1.08690	1.09369	45260	0	0
2024.03.07	20:00:00	1.09367	1.09493	1.09362	1.09465	13421	0	0
2024.03.08	00:00:00	1.09472	1.09557	1.09409	1.09478	9244	0	0
2024.03.08	04:00:00	1.09478	1.09507	1.09438	1.09464	8075	0	0
2024.03.08	08:00:00	1.09464	1.09512	1.09258	1.09353	28108	0	1
2024.03.08	12:00:00	1.09353	1.09813	1.09183	1.09580	35730	0	0
2024.03.08	16:00:00	1.09580	1.09667	1.09367	1.09392	45714	0	0
2024.03.08	20:00:00	1.09393	1.09439	1.09333	1.09370	15505	0	2
2024.03.11	00:00:00	1.09388	1.09466	1.09346	1.09404	11661	0	0
2024.03.11	04:00:00	1.09403	1.09442	1.09366	1.09411	8575	0	0
2024.03.11	08:00:00	1.09412	1.09483	1.09337	1.09346	21751	0	1
2024.03.11	12:00:00	1.09346	1.09436	1.09175	1.09197	24663	0	0
2024.03.11	16:00:00	1.09196	1.09303	1.09144	1.09251	27929	0	0
2024.03.11	20:00:00	1.09252	1.09268	1.09176	1.09249	14794	0	2
2024.03.12	00:00:00	1.09249	1.09343	1.09233	1.09335	5796	0	3
2024.03.12	04:00:00	1.09333	1.09389	1.09298	1.09382	7632	0	1
2024.03.12	08:00:00	1.09381	1.09395	1.09211	1.09303	21235	0	0
2024.03.12	12:00:00	1.09302	1.09436	1.09022	1.09107	14976	0	0
2024.03.12	16:00:00	1.09114	1.09207	1.09063	1.09193	11443	0	0
2024.03.12	20:00:00	1.09192	1.09273	1.09185	1.09261	3935	0	0
2024.03.13	00:00:00	1.09261	1.09296	1.09235	1.09239	3342	0	0
2024.03.13	04:00:00	1.09239	1.09306	1.09221	1.09286	3753	0	0
2024.03.13	08:00:00	1.09286	1.09327	1.09201	1.09232	7149	0	0
2024.03.13	12:00:00	1.09232	1.09474	1.09222	1.09371	8376	0	0
2024.03.13	16:00:00	1.09371	1.09637	1.09314	1.09570	10096	0	0
2024.03.13	20:00:00	1.09570	1.09584	1.09429	1.09473	4336	0	0
2024.03.14	00:00:00	1.09475	1.09547	1.09452	1.09487	3126	0	0
2024.03.14	04:00:00	1.09488	1.09498	1.09390	1.09396	2839	0	0
2024.03.14	08:00:00	1.09396	1.09443	1.09318	1.09413	7253	0	0
2024.03.14	12:00:00	1.09413	1.09453	1.09088	1.09117	12195	0	0
2024.03.14	16:00:00	1.09117	1.09141	1.08810	1.08864	11622	0	0
2024.03.14	20:00:00	1.08864	1.08919	1.08792	1.08845	4907	0	0
2024.03.15	00:00:00	1.08845	1.08851	1.08754	1.08770	3382	0	0
2024.03.15	04:00:00	1.08769	1.08781	1.08729	1.08769	3122	0	0
2024.03.15	08:00:00	1.08768	1.08995	1.08753	1.08980	7039	0	0
2024.03.15	12:00:00	1.08981	1.08996	1.08832	1.08862	8445	0	0
2024.03.15	16:00:00	1.08866	1.08943	1.08813	1.08837	9133	0	0
2024.03.15	20:00:00	1.08837	1.08914	1.08837	1.08872	3151	0	0
2024.03.18	00:00:00	1.08881	1.08905	1.08803	1.08890	3784	0	0
2024.03.18	04:00:00	1.08892	1.08917	1.08853	1.08870	3141	0	0
2024.03.18	08:00:00	1.08870	1.09005	1.08866	1.08993	5625	0	0
2024.03.18	12:00:00	1.08993	1.09060	1.08855	1.08889	7156	0	0
2024.03.18	16:00:00	1.08890	1.08932	1.08661	1.08685	8510	0	0
2024.03.18	20:00:00	1.08685	1.08737	1.08674	1.08728	2651	0	0
2024.03.19	00:00:00	1.08708	1.08745	1.08668	1.08682	3029	0	0
2024.03.19	04:00:00	1.08682	1.08765	1.08629	1.08641	5624	0	0
2024.03.19	08:00:00	1.08641	1.08684	1.08347	1.08366	8960	0	0
2024.03.19	12:00:00	1.08366	1.08570	1.08366	1.08541	9701	0	0
2024.03.19	16:00:00	1.08542	1.08675	1.08533	1.08634	8005	0	0
2024.03.19	20:00:00	1.08634	1.08666	1.08570	1.08645	4218	0	0
2024.03.20	00:00:00	1.08642	1.08660	1.08583	1.08642	2524	0	0
2024.03.20	04:00:00	1.08642	1.08710	1.08626	1.08657	2339	0	0
2024.03.20	08:00:00	1.08657	1.08719	1.08364	1.08390	6444	0	0
2024.03.20	12:00:00	1.08390	1.08456	1.08365	1.08447	6958	0	0
2024.03.20	16:00:00	1.08445	1.08670	1.08435	1.08636	6715	0	0
2024.03.20	20:00:00	1.08623	1.09227	1.08600	1.09205	15662	0	0
2024.03.21	00:00:00	1.09196	1.09389	1.09186	1.09352	5352	0	0
2024.03.21	04:00:00	1.09352	1.09372	1.09316	1.09316	3163	0	0
2024.03.21	08:00:00	1.09316	1.09426	1.08872	1.09130	10250	0	0
2024.03.21	12:00:00	1.09130	1.09236	1.08835	1.08856	11703	0	0
2024.03.21	16:00:00	1.08856	1.08860	1.08557	1.08578	11744	0	0
2024.03.21	20:00:00	1.08577	1.08630	1.08528	1.08596	3674	0	0
2024.03.22	00:00:00	1.08596	1.08679	1.08500	1.08504	3142	0	0
2024.03.22	04:00:00	1.08504	1.08524	1.08311	1.08414	4788	0	0
2024.03.22	08:00:00	1.08410	1.08410	1.08081	1.08162	8994	0	0
2024.03.22	12:00:00	1.08162	1.08311	1.08115	1.08295	8916	0	0
2024.03.22	16:00:00	1.08295	1.08316	1.08048	1.08058	8161	0	0
2024.03.22	20:00:00	1.08059	1.08096	1.08017	1.08062	2765	0	0
2024.03.25	00:00:00	1.08062	1.08197	1.08022	1.08169	3861	0	0
2024.03.25	04:00:00	1.08169	1.08223	1.08106	1.08220	3659	0	0
2024.03.25	08:00:00	1.08219	1.08237	1.08071	1.08175	5479	0	0
2024.03.25	12:00:00	1.08174	1.08378	1.08164	1.08349	6520	0	0
2024.03.25	16:00:00	1.08347	1.08423	1.08316	1.08363	6477	0	0
2024.03.25	20:00:00	1.08363	1.08408	1.08333	1.08355	3147	0	0
2024.03.26	00:00:00	1.08355	1.08455	1.08348	1.08404	3117	0	0
2024.03.26	04:00:00	1.08404	1.08481	1.08358	1.08471	3233	0	0
2024.03.26	08:00:00	1.08471	1.08557	1.08386	1.08537	7535	0	0
2024.03.26	12:00:00	1.08537	1.08643	1.08467	1.08527	9286	0	0
2024.03.26	16:00:00	1.08519	1.08549	1.08243	1.08304	8659	0	0
2024.03.26	20:00:00	1.08304	1.08348	1.08284	1.08312	3546	0	0
2024.03.27	00:00:00	1.08312	1.08327	1.08206	1.08234	3118	0	0
2024.03.27	04:00:00	1.08234	1.08303	1.08234	1.08262	3191	0	0
2024.03.27	08:00:00	1.08262	1.08391	1.08212	1.08276	7954	0	0
2024.03.27	12:00:00	1.08277	1.08350	1.08107	1.08168	8369	0	0
2024.03.27	16:00:00	1.08168	1.08258	1.08137	1.08191	9284	0	0
2024.03.27	20:00:00	1.08192	1.08290	1.08184	1.08262	4165	0	0
2024.03.28	00:00:00	1.08261	1.08261	1.08080	1.08178	3859	0	0
2024.03.28	04:00:00	1.08178	1.08265	1.08175	1.08236	3117	0	0
2024.03.28	08:00:00	1.08237	1.08239	1.07751	1.07754	7375	0	0
2024.03.28	12:00:00	1.07754	1.08180	1.07750	1.08113	9571	0	0
2024.03.28	16:00:00	1.08118	1.08187	1.07928	1.07962	10506	0	0
2024.03.28	20:00:00	1.07962	1.07985	1.07845	1.07881	6146	0	0
2024.03.29	00:00:00	1.07872	1.07923	1.07758	1.07758	3648	0	0
2024.03.29	04:00:00	1.07758	1.07791	1.07737	1.07748	2605	0	0
2024.03.29	08:00:00	1.07748	1.07822	1.07678	1.07822	3445	0	1
2024.03.29	12:00:00	1.07822	1.08052	1.07813	1.07984	5372	0	3
2024.03.29	16:00:00	1.07984	1.07993	1.07869	1.07880	5478	0	4
2024.03.29	20:00:00	1.07880	1.07956	1.07861	1.07917	1409	0	5
2024.04.01	00:00:00	1.07870	1.07987	1.07841	1.07912	4107	0	0
2024.04.01	04:00:00	1.07912	1.07945	1.07841	1.07867	3634	0	0
2024.04.01	08:00:00	1.07867	1.07921	1.07826	1.07897	3851	0	0
2024.04.01	12:00:00	1.07897	1.07909	1.07771	1.07817	4846	0	0
2024.04.01	16:00:00	1.07816	1.07829	1.07309	1.07364	10112	0	0
2024.04.01	20:00:00	1.07366	1.07440	1.07366	1.07422	3806	0	0
2024.04.02	00:00:00	1.07423	1.07436	1.07309	1.07371	3548	0	0
2024.04.02	04:00:00	1.07371	1.07382	1.07293	1.07332	3435	0	0
2024.04.02	08:00:00	1.07332	1.07428	1.07246	1.07312	7953	0	0
2024.04.02	12:00:00	1.07312	1.07560	1.07311	1.07490	8179	0	0
2024.04.02	16:00:00	1.07490	1.07790	1.07480	1.07682	11312	0	0
2024.04.02	20:00:00	1.07682	1.07692	1.07601	1.07687	3401	0	0
2024.04.03	00:00:00	1.07685	1.07729	1.07659	1.07688	2543	0	0
2024.04.03	04:00:00	1.07687	1.07794	1.07658	1.07746	3055	0	0
2024.04.03	08:00:00	1.07746	1.07774	1.07640	1.07712	5573	0	0
2024.04.03	12:00:00	1.07707	1.07864	1.07651	1.07778	8030	0	0
2024.04.03	16:00:00	1.07781	1.08362	1.07777	1.08305	14311	0	0
2024.04.03	20:00:00	1.08305	1.08369	1.08255	1.08355	5668	0	0
2024.04.04	00:00:00	1.08352	1.08435	1.08292	1.08432	2419	0	0
2024.04.04	04:00:00	1.08432	1.08447	1.08381	1.08426	2467	0	0
2024.04.04	08:00:00	1.08426	1.08626	1.08389	1.08619	6677	0	0
2024.04.04	12:00:00	1.08617	1.08703	1.08506	1.08697	6541	0	0
2024.04.04	16:00:00	1.08697	1.08764	1.08579	1.08587	7555	0	0
2024.04.04	20:00:00	1.08587	1.08618	1.08315	1.08362	8258	0	0
2024.04.05	00:00:00	1.08361	1.08439	1.08229	1.08415	5321	0	0
2024.04.05	04:00:00	1.08415	1.08432	1.08233	1.08263	3467	0	0
2024.04.05	08:00:00	1.08263	1.08463	1.08224	1.08375	6665	0	0
2024.04.05	12:00:00	1.08373	1.08479	1.08003	1.08092	8971	0	0
2024.04.05	16:00:00	1.08095	1.08443	1.07912	1.08356	13588	0	0
2024.04.05	20:00:00	1.08356	1.08389	1.08307	1.08363	5208	0	0
2024.04.08	00:00:00	1.08370	1.08375	1.08230	1.08271	3626	0	0
2024.04.08	04:00:00	1.08270	1.08432	1.08269	1.08320	4362	0	0
2024.04.08	08:00:00	1.08322	1.08377	1.08222	1.08234	7619	0	0
2024.04.08	12:00:00	1.08234	1.08356	1.08209	1.08342	6633	0	0
2024.04.08	16:00:00	1.08344	1.08590	1.08344	1.08500	9414	0	0
2024.04.08	20:00:00	1.08500	1.08622	1.08493	1.08585	3867	0	0
2024.04.09	00:00:00	1.08582	1.08634	1.08471	1.08586	2713	0	0
2024.04.09	04:00:00	1.08587	1.08622	1.08539	1.08564	3079	0	0
2024.04.09	08:00:00	1.08565	1.08626	1.08492	1.08575	5215	0	0
2024.04.09	12:00:00	1.08575	1.08839	1.08564	1.08805	6546	0	0
2024.04.09	16:00:00	1.08807	1.08850	1.08521	1.08545	9943	0	0
2024.04.09	20:00:00	1.08543	1.08587	1.08477	1.08563	4060	0	0
2024.04.10	00:00:00	1.08558	1.08597	1.08523	1.08572	3028	0	0
2024.04.10	04:00:00	1.08572	1.08588	1.08505	1.08524	3560	0	0
2024.04.10	08:00:00	1.08524	1.08605	1.08479	1.08604	5640	0	0
2024.04.10	12:00:00	1.08604	1.08664	1.07783	1.07807	9894	0	0
2024.04.10	16:00:00	1.07807	1.07812	1.07287	1.07361	15951	0	0
2024.04.10	20:00:00	1.07361	1.07543	1.07290	1.07416	10759	0	0
2024.04.11	00:00:00	1.07415	1.07458	1.07381	1.07424	3436	0	0
2024.04.11	04:00:00	1.07424	1.07489	1.07411	1.07462	3607	0	0
2024.04.11	08:00:00	1.07462	1.07499	1.07266	1.07405	7928	0	0
2024.04.11	12:00:00	1.07404	1.07469	1.07148	1.07414	12338	0	0
2024.04.11	16:00:00	1.07414	1.07563	1.06992	1.07175	15872	0	0
2024.04.11	20:00:00	1.07175	1.07345	1.07152	1.07252	6913	0	0
2024.04.12	00:00:00	1.07251	1.07289	1.07207	1.07259	1904	0	0
2024.04.12	04:00:00	1.07259	1.07282	1.07107	1.07113	3490	0	0
2024.04.12	08:00:00	1.07113	1.07140	1.06709	1.06710	8772	0	0
2024.04.12	12:00:00	1.06711	1.06749	1.06313	1.06382	10133	0	0
2024.04.12	16:00:00	1.06385	1.06508	1.06225	1.06418	14882	0	0
2024.04.12	20:00:00	1.06418	1.06505	1.06367	1.06406	6933	0	0
2024.04.15	00:00:00	1.06360	1.06508	1.06278	1.06455	4854	0	0
2024.04.15	04:00:00	1.06455	1.06547	1.06391	1.06524	4896	0	0
2024.04.15	08:00:00	1.06524	1.06648	1.06500	1.06563	9880	0	0
2024.04.15	12:00:00	1.06563	1.06651	1.06310	1.06470	10308	0	0
2024.04.15	16:00:00	1.06471	1.06607	1.06219	1.06360	13853	0	0
2024.04.15	20:00:00	1.06360	1.06395	1.06203	1.06237	8278	0	0
2024.04.16	00:00:00	1.06234	1.06284	1.06178	1.06184	2770	0	0
2024.04.16	04:00:00	1.06184	1.06192	1.06062	1.06140	4864	0	0
2024.04.16	08:00:00	1.06140	1.06247	1.06023	1.06158	9895	0	0
2024.04.16	12:00:00	1.06159	1.06536	1.06159	1.06389	10268	0	0
2024.04.16	16:00:00	1.06389	1.06448	1.06187	1.06249	16229	0	0
2024.04.16	20:00:00	1.06250	1.06348	1.06011	1.06181	12260	0	0
2024.04.17	00:00:00	1.06180	1.06252	1.06119	1.06222	3268	0	0
2024.04.17	04:00:00	1.06222	1.06356	1.06203	1.06249	4214	0	0
2024.04.17	08:00:00	1.06249	1.06487	1.06061	1.06406	9973	0	0
2024.04.17	12:00:00	1.06404	1.06491	1.06314	1.06348	9869	0	0
2024.04.17	16:00:00	1.06348	1.06562	1.06299	1.06497	14946	0	0
2024.04.17	20:00:00	1.06497	1.06796	1.06479	1.06720	8780	0	0
2024.04.18	00:00:00	1.06702	1.06742	1.06642	1.06699	2545	0	0
2024.04.18	04:00:00	1.06699	1.06802	1.06644	1.06783	3767	0	0
2024.04.18	08:00:00	1.06782	1.06900	1.06748	1.06784	8197	0	0
2024.04.18	12:00:00	1.06785	1.06812	1.06598	1.06628	8901	0	0
2024.04.18	16:00:00	1.06629	1.06684	1.06464	1.06532	16589	0	0
2024.04.18	20:00:00	1.06532	1.06547	1.06408	1.06425	8751	0	0
2024.04.19	00:00:00	1.06424	1.06447	1.06360	1.06386	3319	0	0
2024.04.19	04:00:00	1.06386	1.06432	1.06104	1.06347	20729	0	0
2024.04.19	08:00:00	1.06347	1.06593	1.06270	1.06454	17227	0	0
2024.04.19	12:00:00	1.06457	1.06736	1.06429	1.06654	8353	0	0
2024.04.19	16:00:00	1.06649	1.06775	1.06402	1.06535	10826	0	0
2024.04.19	20:00:00	1.06533	1.06584	1.06465	1.06557	5722	0	0
2024.04.22	00:00:00	1.06526	1.06648	1.06478	1.06533	3387	0	0
2024.04.22	04:00:00	1.06533	1.06706	1.06533	1.06653	4096	0	0
2024.04.22	08:00:00	1.06654	1.06692	1.06474	1.06568	6808	0	0
2024.04.22	12:00:00	1.06568	1.06618	1.06308	1.06396	6981	0	0
2024.04.22	16:00:00	1.06396	1.06508	1.06240	1.06487	7607	0	0
2024.04.22	20:00:00	1.06487	1.06607	1.06481	1.06539	3821	0	0
2024.04.23	00:00:00	1.06521	1.06593	1.06496	1.06587	1684	0	0
2024.04.23	04:00:00	1.06587	1.06605	1.06534	1.06550	2973	0	0
2024.04.23	08:00:00	1.06549	1.06949	1.06385	1.06707	7409	0	0
2024.04.23	12:00:00	1.06706	1.06780	1.06532	1.06721	7098	0	0
2024.04.23	16:00:00	1.06720	1.07112	1.06600	1.06999	10442	0	0
2024.04.23	20:00:00	1.06999	1.07077	1.06993	1.07006	3798	0	0
2024.04.24	00:00:00	1.07006	1.07106	1.06991	1.07095	1858	0	0
2024.04.24	04:00:00	1.07095	1.07141	1.07042	1.07052	3409	0	0
2024.04.24	08:00:00	1.07052	1.07056	1.06807	1.06831	5681	0	0
2024.04.24	12:00:00	1.06833	1.06931	1.06779	1.06867	6137	0	0
2024.04.24	16:00:00	1.06867	1.07024	1.06810	1.06905	8265	0	0
2024.04.24	20:00:00	1.06904	1.07069	1.06870	1.06980	4435	0	0
2024.04.25	00:00:00	1.06982	1.07045	1.06884	1.07032	1778	0	0
2024.04.25	04:00:00	1.07033	1.07099	1.06969	1.07090	2824	0	0
2024.04.25	08:00:00	1.07090	1.07287	1.07076	1.07257	5773	0	0
2024.04.25	12:00:00	1.07257	1.07402	1.06854	1.06919	7338	0	0
2024.04.25	16:00:00	1.06927	1.07351	1.06784	1.07311	11483	0	0
2024.04.25	20:00:00	1.07311	1.07387	1.07228	1.07290	5712	0	0
2024.04.26	00:00:00	1.07283	1.07301	1.07227	1.07272	1735	0	0
2024.04.26	04:00:00	1.07273	1.07291	1.07185	1.07224	3165	0	0
2024.04.26	08:00:00	1.07224	1.07527	1.07214	1.07409	7025	0	0
2024.04.26	12:00:00	1.07409	1.07432	1.07102	1.07163	8176	0	0
2024.04.26	16:00:00	1.07165	1.07237	1.06740	1.06945	9851	0	0
2024.04.26	20:00:00	1.06945	1.07070	1.06904	1.06922	3405	0	0
2024.04.29	00:00:00	1.06940	1.07110	1.06865	1.07097	2398	0	0
2024.04.29	04:00:00	1.07097	1.07334	1.07074	1.07289	5943	0	0
2024.04.29	08:00:00	1.07289	1.07337	1.07013	1.07045	10027	0	0
2024.04.29	12:00:00	1.07044	1.07271	1.06972	1.07033	7020	0	0
2024.04.29	16:00:00	1.07032	1.07289	1.06901	1.07259	8156	0	0
2024.04.29	20:00:00	1.07259	1.07295	1.07150	1.07200	4760	0	0
2024.04.30	00:00:00	1.07197	1.07221	1.07101	1.07150	2342	0	0
2024.04.30	04:00:00	1.07149	1.07178	1.07023	1.07055	2817	0	0
2024.04.30	08:00:00	1.07055	1.07121	1.06900	1.07107	6040	0	0
2024.04.30	12:00:00	1.07112	1.07353	1.06898	1.07002	8167	0	0
2024.04.30	16:00:00	1.07010	1.07196	1.06758	1.06788	11920	0	0
2024.04.30	20:00:00	1.06790	1.06830	1.06630	1.06655	5070	0	0
2024.05.01	00:00:00	1.06650	1.06716	1.06580	1.06615	2246	0	0
2024.05.01	04:00:00	1.06615	1.06631	1.06549	1.06558	1981	0	0
2024.05.01	08:00:00	1.06557	1.06705	1.06494	1.06694	4352	0	0
2024.05.01	12:00:00	1.06697	1.06848	1.06667	1.06842	5303	0	0
2024.05.01	16:00:00	1.06841	1.06924	1.06707	1.06714	7868	0	0
2024.05.01	20:00:00	1.06717	1.07327	1.06706	1.07089	12602	0	0
2024.05.02	00:00:00	1.07096	1.07195	1.06930	1.07117	3259	0	0
2024.05.02	04:00:00	1.07116	1.07208	1.07069	1.07176	3390	0	0
2024.05.02	08:00:00	1.07177	1.07281	1.07000	1.07042	7797	0	0
2024.05.02	12:00:00	1.07041	1.07121	1.06935	1.07011	8121	0	0
2024.05.02	16:00:00	1.07014	1.07215	1.06742	1.07166	11044	0	0
2024.05.02	20:00:00	1.07167	1.07302	1.07139	1.07245	5221	0	0
2024.05.03	00:00:00	1.07220	1.07315	1.07192	1.07314	2311	0	0
2024.05.03	04:00:00	1.07314	1.07394	1.07308	1.07322	2955	0	0
2024.05.03	08:00:00	1.07323	1.07441	1.07244	1.07425	6039	0	0
2024.05.03	12:00:00	1.07422	1.08120	1.07387	1.07937	7965	0	0
2024.05.03	16:00:00	1.07928	1.07985	1.07514	1.07635	13800	0	0
2024.05.03	20:00:00	1.07634	1.07693	1.07591	1.07611	3886	0	0
2024.05.06	00:00:00	1.07630	1.07688	1.07552	1.07674	2384	0	0
2024.05.06	04:00:00	1.07674	1.07715	1.07622	1.07628	3543	0	0
2024.05.06	08:00:00	1.07627	1.07761	1.07577	1.07684	5678	0	0
2024.05.06	12:00:00	1.07685	1.07908	1.07661	1.07874	5595	0	0
2024.05.06	16:00:00	1.07874	1.07888	1.07712	1.07742	6051	0	0
2024.05.06	20:00:00	1.07742	1.07764	1.07658	1.07676	3082	0	0
2024.05.07	00:00:00	1.07678	1.07760	1.07628	1.07749	2336	0	0
2024.05.07	04:00:00	1.07749	1.07767	1.07606	1.07657	3804	0	0
2024.05.07	08:00:00	1.07657	1.07695	1.07541	1.07637	6394	0	0
2024.05.07	12:00:00	1.07636	1.07791	1.07552	1.07755	6211	0	0
2024.05.07	16:00:00	1.07757	1.07874	1.07660	1.07703	7795	0	0
2024.05.07	20:00:00	1.07705	1.07707	1.07479	1.07538	4225	0	0
2024.05.08	00:00:00	1.07534	1.07552	1.07469	1.07480	2027	0	0
2024.05.08	04:00:00	1.07480	1.07488	1.07381	1.07412	3322	0	0
2024.05.08	08:00:00	1.07412	1.07490	1.07350	1.07441	5245	0	0
2024.05.08	12:00:00	1.07441	1.07538	1.07399	1.07489	5664	0	0
2024.05.08	16:00:00	1.07489	1.07574	1.07441	1.07457	6712	0	0
2024.05.08	20:00:00	1.07457	1.07480	1.07410	1.07476	3154	0	0
2024.05.09	00:00:00	1.07476	1.07501	1.07397	1.07432	1742	0	0
2024.05.09	04:00:00	1.07432	1.07514	1.07422	1.07452	2932	0	0
2024.05.09	08:00:00	1.07453	1.07464	1.07261	1.07280	4811	0	0
2024.05.09	12:00:00	1.07281	1.07623	1.07239	1.07594	7549	0	0
2024.05.09	16:00:00	1.07594	1.07816	1.07505	1.07758	8230	0	0
2024.05.09	20:00:00	1.07758	1.07843	1.07736	1.07816	4040	0	0
2024.05.10	00:00:00	1.07812	1.07855	1.07764	1.07792	1727	0	0
2024.05.10	04:00:00	1.07792	1.07825	1.07731	1.07739	3093	0	0
2024.05.10	08:00:00	1.07739	1.07866	1.07715	1.07806	6427	0	0
2024.05.10	12:00:00	1.07810	1.07860	1.07662	1.07700	6407	0	0
2024.05.10	16:00:00	1.07700	1.07901	1.07603	1.07759	8653	0	0
2024.05.10	20:00:00	1.07759	1.07773	1.07680	1.07694	3139	0	0
2024.05.13	00:00:00	1.07686	1.07752	1.07648	1.07692	2234	0	0
2024.05.13	04:00:00	1.07692	1.07731	1.07658	1.07696	3211	0	0
2024.05.13	08:00:00	1.07696	1.07845	1.07687	1.07836	5107	0	0
2024.05.13	12:00:00	1.07836	1.07996	1.07772	1.07981	5199	0	0
2024.05.13	16:00:00	1.07982	1.08068	1.07893	1.07935	6508	0	0
2024.05.13	20:00:00	1.07935	1.07940	1.07866	1.07893	2743	0	0
2024.05.14	00:00:00	1.07882	1.07935	1.07853	1.07875	1539	0	0
2024.05.14	04:00:00	1.07875	1.07896	1.07843	1.07853	2351	0	0
2024.05.14	08:00:00	1.07853	1.07893	1.07753	1.07835	4991	0	0
2024.05.14	12:00:00	1.07835	1.08104	1.07664	1.08032	6746	0	0
2024.05.14	16:00:00	1.08030	1.08256	1.08006	1.08168	8339	0	0
2024.05.14	20:00:00	1.08168	1.08229	1.08154	1.08182	3068	0	0
2024.05.15	00:00:00	1.08172	1.08190	1.08131	1.08169	1972	0	0
2024.05.15	04:00:00	1.08169	1.08277	1.08164	1.08214	2557	0	0
2024.05.15	08:00:00	1.08214	1.08345	1.08212	1.08299	5221	0	0
2024.05.15	12:00:00	1.08299	1.08693	1.08219	1.08612	7845	0	0
2024.05.15	16:00:00	1.08612	1.08744	1.08317	1.08719	10455	0	0
2024.05.15	20:00:00	1.08719	1.08857	1.08716	1.08837	3950	0	0
2024.05.16	00:00:00	1.08837	1.08949	1.08766	1.08935	2720	0	0
2024.05.16	04:00:00	1.08936	1.08938	1.08814	1.08847	4217	0	0
2024.05.16	08:00:00	1.08847	1.08851	1.08665	1.08732	5966	0	0
2024.05.16	12:00:00	1.08732	1.08749	1.08607	1.08632	6519	0	0
2024.05.16	16:00:00	1.08633	1.08757	1.08544	1.08734	8093	0	0
2024.05.16	20:00:00	1.08734	1.08755	1.08644	1.08663	3781	0	0
2024.05.17	00:00:00	1.08662	1.08688	1.08593	1.08628	1789	0	0
2024.05.17	04:00:00	1.08628	1.08638	1.08544	1.08562	2861	0	0
2024.05.17	08:00:00	1.08562	1.08682	1.08417	1.08440	5525	0	0
2024.05.17	12:00:00	1.08440	1.08469	1.08358	1.08429	5348	0	0
2024.05.17	16:00:00	1.08430	1.08783	1.08430	1.08686	7338	0	0
2024.05.17	20:00:00	1.08683	1.08764	1.08673	1.08685	3960	0	0
2024.05.20	00:00:00	1.08670	1.08772	1.08647	1.08753	1959	0	0
2024.05.20	04:00:00	1.08752	1.08822	1.08717	1.08807	3191	0	0
2024.05.20	08:00:00	1.08807	1.08845	1.08695	1.08748	5011	0	0
2024.05.20	12:00:00	1.08746	1.08751	1.08535	1.08575	5527	0	0
2024.05.20	16:00:00	1.08575	1.08698	1.08575	1.08657	7128	0	0
2024.05.20	20:00:00	1.08657	1.08706	1.08559	1.08561	4059	0	0
2024.05.21	00:00:00	1.08557	1.08618	1.08532	1.08615	2976	0	0
2024.05.21	04:00:00	1.08614	1.08616	1.08509	1.08588	3006	0	0
2024.05.21	08:00:00	1.08589	1.08694	1.08566	1.08666	6046	0	0
2024.05.21	12:00:00	1.08666	1.08748	1.08547	1.08571	6065	0	0
2024.05.21	16:00:00	1.08571	1.08618	1.08429	1.08538	9205	0	0
2024.05.21	20:00:00	1.08539	1.08563	1.08462	1.08532	3158	0	0
2024.05.22	00:00:00	1.08518	1.08598	1.08517	1.08575	1701	0	0
2024.05.22	04:00:00	1.08570	1.08633	1.08527	1.08535	3081	0	0
2024.05.22	08:00:00	1.08535	1.08634	1.08464	1.08483	5484	0	0
2024.05.22	12:00:00	1.08483	1.08496	1.08220	1.08320	6773	0	0
2024.05.22	16:00:00	1.08320	1.08441	1.08317	1.08424	8051	0	0
2024.05.22	20:00:00	1.08424	1.08469	1.08174	1.08221	6300	0	0
2024.05.23	00:00:00	1.08214	1.08288	1.08192	1.08256	1877	0	0
2024.05.23	04:00:00	1.08256	1.08323	1.08220	1.08266	2873	0	0
2024.05.23	08:00:00	1.08266	1.08448	1.08124	1.08386	6942	0	0
2024.05.23	12:00:00	1.08386	1.08544	1.08333	1.08527	7312	0	0
2024.05.23	16:00:00	1.08528	1.08610	1.08180	1.08182	10610	0	0
2024.05.23	20:00:00	1.08183	1.08201	1.08047	1.08144	5590	0	0
2024.05.24	00:00:00	1.08141	1.08152	1.08075	1.08102	2630	0	0
2024.05.24	04:00:00	1.08102	1.08138	1.08054	1.08092	3357	0	0
